gene	gene_group	chrom	strand	tss	is_baseline	half_width_bp	mark	replicate	contrast	eligible	effect	raw_mark_effect	H3_effect
KRT8	transition_stress	chr12	-	52869656	False	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.5789373561083124	-0.08232727766504669	0.4966100784432661
KRT8	transition_stress	chr12	-	52891056	False	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	0.047568019112766535	-0.2427094724309727	-0.29027749154373905
KRT8	transition_stress	chr12	-	52891056	False	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.5549321856079654	-0.8205875819570757	-0.2656553963491102
KRT8	transition_stress	chr12	-	52891056	False	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.2883404266864549	-0.08092706462462307	0.20741336206183175
KRT8	transition_stress	chr12	-	52891056	False	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.9575814955109823	-0.6985317009408618	0.2590497945701207
KRT8	transition_stress	chr12	-	52914418	True	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	0.39803413010889344	0.22323483223036364	-0.17479929787853
KRT8	transition_stress	chr12	-	52914418	True	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.8715245223963901	0.4343238894733914	1.3058484118697815
KRT8	transition_stress	chr12	-	52914418	True	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	0.18779178819958275	0.20998653471725823	0.022194746517675362
KRT8	transition_stress	chr12	-	52914418	True	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-1.4279670019079092	-0.1451093640242293	1.2828576378836793
CLDN4	transition_stress	chr7	+	75031890	True	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.9443041740885114	0.35976327810495884	1.3040674521934705
CLDN4	transition_stress	chr7	+	75031890	True	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-2.375245240727417	0.06691895796226324	2.442164198689681
CLDN4	transition_stress	chr7	+	75031890	True	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.37671066913987605	0.03457555688034749	0.4112862260202235
CLDN4	transition_stress	chr7	+	75031890	True	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-1.0516964059232734	-0.2550371403306151	0.7966592655926577
KRT19	transition_stress	chr17	-	42383868	True	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.7507335665541315	0.013079608231077096	0.7638131747852089
KRT19	transition_stress	chr17	-	42383868	True	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-1.7492002097119825	-0.150788940777968	1.5984112689340149
KRT19	transition_stress	chr17	-	42383868	True	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.3100919220706744	0.2422423739165255	0.5523342959872003
KRT19	transition_stress	chr17	-	42383868	True	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-1.0286438217461957	-0.06704757494302728	0.9615962468031686
CDKN1A	transition_stress	chr6	+	36497107	True	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	0.8374601501951453	0.8205704048598909	-0.016889745335254776
CDKN1A	transition_stress	chr6	+	36497107	True	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	0.264579641695299	0.7366503786444093	0.4720707369491094
CDKN1A	transition_stress	chr6	+	36497107	True	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.13692426926905021	0.7625029332611284	0.8994272025301786
CDKN1A	transition_stress	chr6	+	36497107	True	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.5690458511669405	0.8344684692153337	1.4035143203822742
CDKN1A	transition_stress	chr6	+	36499358	False	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.654268202789499	0.8092996028294724	1.4635678056189712
CDKN1A	transition_stress	chr6	+	36499358	False	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-1.1469691449783581	0.8560577521227007	2.0030268971010585
CDKN1A	transition_stress	chr6	+	36499358	False	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.0923123668691277	0.7848133217333287	0.8771256886024563
CDKN1A	transition_stress	chr6	+	36499358	False	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.7728650784505788	0.8982362244798622	1.6711013029304407
SFN	transition_stress	chr1	+	26701223	True	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.41014989246184275	0.5320173168345058	0.9421672092963485
SFN	transition_stress	chr1	+	26701223	True	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.5559576650038052	0.3555316097076268	0.9114892747114317
SFN	transition_stress	chr1	+	26701223	True	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.3999085948047607	0.39053892879561597	0.7904475236003768
SFN	transition_stress	chr1	+	26701223	True	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.8164798450443456	0.2264894872167839	1.0429693322611298
ITGB6	transition_stress	chr2	-	160657753	True	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	0.6291526219074539	0.8540617780360391	0.22490915612858506
ITGB6	transition_stress	chr2	-	160657753	True	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.718156888577461	0.2822153782678647	1.0003722668453252
ITGB6	transition_stress	chr2	-	160657753	True	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	0.8697025900058613	0.8379141827064208	-0.03178840729944076
ITGB6	transition_stress	chr2	-	160657753	True	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.784336270393224	0.39581210633338687	1.1801483767266108
KRT17	transition_stress	chr17	-	42480027	True	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	1.2705973134932158	2.2041462635687004	0.9335489500754844
KRT17	transition_stress	chr17	-	42480027	True	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	0.39734195911941006	1.849003063119346	1.4516611039999359
KRT17	transition_stress	chr17	-	42480027	True	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	1.8092906919730858	2.145733278894663	0.3364425869215774
KRT17	transition_stress	chr17	-	42480027	True	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	1.313553476661439	2.155081189034788	0.8415277123733489
TP63	transition_stress	chr3	+	192413469	True	1000	H3K27ac	CUT1	iATCs_minus_iAT2	False			0.8175878412678612
TP63	transition_stress	chr3	+	192413469	True	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-2.203361949605002	-2.0687061397590676	0.1346558098459342
TP63	transition_stress	chr3	+	192413469	True	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	0.10123358778451941	0.753425944683757	0.6521923568992375
TP63	transition_stress	chr3	+	192413469	True	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-1.9813980333724248	-1.4048280712309917	0.5765699621414332
TP63	transition_stress	chr3	+	192448079	False	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	3.5332322474646665	4.909456199614476	1.3762239521498094
TP63	transition_stress	chr3	+	192448079	False	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	1.874736043427731	4.69730952879578	2.8225734853680495
TP63	transition_stress	chr3	+	192448079	False	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	3.2071057696250778	3.684021775126371	0.476916005501293
TP63	transition_stress	chr3	+	192448079	False	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	3.4316528177780574	3.902736770408147	0.4710839526300893
TP63	transition_stress	chr3	+	192606306	False	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	0.5842572174449616	1.2182468799496942	0.6339896625047327
TP63	transition_stress	chr3	+	192606306	False	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	1.7973451500388031	1.8910281663972868	0.09368301635848371
TP63	transition_stress	chr3	+	192606306	False	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	0.9525302802819824	1.7388396466045033	0.7863093663225212
TP63	transition_stress	chr3	+	192606306	False	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	2.0977778256495228	2.1126170192999183	0.014839193650395955
COL1A1	transition_stress	chr17	-	51068679	True	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	0.4227318397408266	0.7950235045121082	0.37229166477128156
COL1A1	transition_stress	chr17	-	51068679	True	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.42263144615944204	0.7484237494699348	1.1710551956293769
COL1A1	transition_stress	chr17	-	51068679	True	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	0.7835553906263775	0.9951216712499027	0.21156628062352548
COL1A1	transition_stress	chr17	-	51068679	True	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	0.15944828272419942	1.2096460649401286	1.050197782215929
ATF3	regulators	chr1	+	211810344	True	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-1.2797060505865399	-1.1645262446434765	0.11517980594306337
ATF3	regulators	chr1	+	211810344	True	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-1.608428299401077	-0.4132186168035065	1.1952096825975704
ATF3	regulators	chr1	+	211810344	True	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-1.8549045648664955	-0.5432578496257139	1.3116467152407816
ATF3	regulators	chr1	+	211810344	True	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.4230517028193743	0.10258048611095036	0.5256321889303247
ATF3	regulators	chr1	+	211851925	False	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.3401580689641399	0.7046330845173441	1.044791153481484
ATF3	regulators	chr1	+	211851925	False	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.036761193682692817	-0.025976357577669078	0.010784836105023825
ATF3	regulators	chr1	+	211851925	False	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.03458737131515566	0.49350879683346166	0.5280961681486176
ATF3	regulators	chr1	+	211851925	False	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.4251568816596438	0.052713860244403624	0.47787074190404766
ATF3	regulators	chr1	+	211853698	False	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.18096031858241668	0.41117071790498694	0.5921310364874036
ATF3	regulators	chr1	+	211853698	False	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.66673817672079	0.11981014392005074	0.7865483206408409
ATF3	regulators	chr1	+	211853698	False	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.04113872368435567	0.46410446369470154	0.505243187379057
ATF3	regulators	chr1	+	211853698	False	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.4966485842621178	0.052661208296535464	0.5493097925586532
ATF3	regulators	chr1	+	211859954	False	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	0.039528997102310504	-0.46540809765915514	-0.5049370947614655
ATF3	regulators	chr1	+	211859954	False	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-1.1203651407306492	-1.3815213447737629	-0.2611562040431136
ATF3	regulators	chr1	+	211859954	False	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	0.0057174093263342995	-0.5169168427874462	-0.5226342521137808
ATF3	regulators	chr1	+	211859954	False	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.6599899151240656	-0.4858334970024427	0.1741564181216227
ATF3	regulators	chr1	+	211863906	False	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	3.920020389170977	2.230586710259714	-1.6894336789112632
ATF3	regulators	chr1	+	211863906	False	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.8239087761584429	-1.054328878965529	-0.23042010280708589
ATF3	regulators	chr1	+	211863906	False	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.7075503758171107	-1.4241107482545092	-0.7165603724373986
ATF3	regulators	chr1	+	211863906	False	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-2.12539297290495	-1.8916962751713031	0.23369669773364743
HNF1B	regulators	chr17	-	38732031	True	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.6002701399561348	0.18759587288405458	0.7878660128401888
HNF1B	regulators	chr17	-	38732031	True	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-2.1185990208988343	-0.07196126967926571	2.0466377512195684
HNF1B	regulators	chr17	-	38732031	True	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-1.1484046092447988	0.2116489906480004	1.3600535998927992
HNF1B	regulators	chr17	-	38732031	True	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-1.2579026113275997	0.0015072917380867664	1.2594099030656867
TP53	regulators	chr17	-	7579367	False	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-3.0896528529404916	-2.307115597251294	0.7825372556891979
