pair,n_donors,median_rank,ligand,receptor,overall_rank,resource
FN1 to PLAUR,26,120.0,FN1,PLAUR,113,consensus
NID1 to ITGAV,19,122.0,NID1,ITGAV,114,consensus
SERPINE1 to LRP1,22,123.5,SERPINE1,LRP1,115,consensus
C3 to CD46,26,124.0,C3,CD46,116,consensus
ANOS1 to SDC2,26,124.0,ANOS1,SDC2,117,consensus
EFEMP1 to EGFR,26,125.0,EFEMP1,EGFR,118,consensus
LGALS3 to ENG,26,125.0,LGALS3,ENG,119,consensus
LRPAP1 to LRP1,26,126.0,LRPAP1,LRP1,120,consensus
ADAM9 to ITGB5,26,126.5,ADAM9,ITGB5,121,consensus
LAMB3 to CD151,26,127.0,LAMB3,CD151,122,consensus
COL18A1 to PTPRS,24,128.5,COL18A1,PTPRS,123,consensus
LAMA3 to SDC2,26,130.0,LAMA3,SDC2,124,consensus
CALM1 to INSR,26,130.5,CALM1,INSR,125,consensus
HBEGF to CD44,26,131.0,HBEGF,CD44,126,consensus
LAMB2 to CD44,25,132.0,LAMB2,CD44,127,consensus
CALM1 to PDE1A,23,136.0,CALM1,PDE1A,128,consensus
COL3A1 to DDR2,20,136.5,COL3A1,DDR2,129,consensus
FGF13 to FGFR1,26,137.5,FGF13,FGFR1,130,consensus
VEGFA to EGFR,25,141.0,VEGFA,EGFR,131,consensus
ADAM17 to ITGB1,26,141.0,ADAM17,ITGB1,132,consensus
VEGFA to ITGB1,25,144.0,VEGFA,ITGB1,133,consensus
TGFB1 to TGFBR3,26,145.0,TGFB1,TGFBR3,134,consensus
PLAU to LRP1,24,145.0,PLAU,LRP1,135,consensus
ADAM12 to ITGB1,26,146.0,ADAM12,ITGB1,136,consensus
SPON2 to ITGB1,26,148.5,SPON2,ITGB1,137,consensus
NRG4 to EGFR,26,150.0,NRG4,EGFR,138,consensus
LAMC2 to CD151,26,150.5,LAMC2,CD151,139,consensus
COL8A1 to ITGA1_ITGB1,26,151.0,COL8A1,ITGA1_ITGB1,140,consensus
SLIT2 to ROBO1,26,153.5,SLIT2,ROBO1,141,consensus
TGM2 to ITGB1,24,153.5,TGM2,ITGB1,142,consensus
TFPI to F3,26,155.0,TFPI,F3,143,consensus
SORBS1 to ITGA1,26,156.0,SORBS1,ITGA1,144,consensus
LAMC1 to ITGA1,26,157.0,LAMC1,ITGA1,145,consensus
VEGFA to ITGAV,25,157.0,VEGFA,ITGAV,146,consensus
BSG to SLC16A7,26,157.5,BSG,SLC16A7,147,consensus
LTBP1 to ITGB5,26,158.5,LTBP1,ITGB5,148,consensus
MFGE8 to ITGAV,26,160.0,MFGE8,ITGAV,149,consensus
COL1A2 to ITGA1_ITGB1,19,160.0,COL1A2,ITGA1_ITGB1,150,consensus
MDK to NOTCH2,26,161.5,MDK,NOTCH2,151,consensus
HSPG2 to ITGB1,26,162.5,HSPG2,ITGB1,152,consensus
COL4A1 to ITGA1_ITGB1,25,163.0,COL4A1,ITGA1_ITGB1,153,consensus
NAMPT to INSR,26,163.5,NAMPT,INSR,154,consensus
SPTAN1 to PTPRA,26,164.0,SPTAN1,PTPRA,155,consensus
GNAI2 to EGFR,26,164.5,GNAI2,EGFR,156,consensus
GRN to TNFRSF1A,26,165.0,GRN,TNFRSF1A,157,consensus
VEGFA to NRP1,25,165.0,VEGFA,NRP1,158,consensus
C1QB to LRP1,26,168.5,C1QB,LRP1,159,consensus
COL21A1 to ITGA1_ITGB1,26,168.5,COL21A1,ITGA1_ITGB1,160,consensus
TIMP2 to ITGB1,26,170.0,TIMP2,ITGB1,161,consensus
TGFB1 to EGFR,26,173.0,TGFB1,EGFR,162,consensus
TNC to ITGA8_ITGB1,23,173.0,TNC,ITGA8_ITGB1,163,consensus
MFGE8 to ITGB5,26,173.0,MFGE8,ITGB5,164,consensus
EDIL3 to ITGAV,25,175.0,EDIL3,ITGAV,165,consensus
C4BPA to LRP1,22,177.0,C4BPA,LRP1,166,consensus
COL4A1 to CD47,25,178.0,COL4A1,CD47,167,consensus
TGFB1 to SDC2,26,180.5,TGFB1,SDC2,168,consensus
PROS1 to AXL,26,181.0,PROS1,AXL,169,consensus
CALR to LRP1,26,181.0,CALR,LRP1,170,consensus
SEMA3C to NRP1_PLXNA2,25,181.0,SEMA3C,NRP1_PLXNA2,171,consensus
PTGS2 to CAV1,26,181.5,PTGS2,CAV1,172,consensus
FGF13 to EGFR,26,182.0,FGF13,EGFR,173,consensus
LAMA2 to ITGA1,26,183.5,LAMA2,ITGA1,174,consensus
SORBS1 to ITGB5,26,184.5,SORBS1,ITGB5,175,consensus
IL16 to CD9,26,184.5,IL16,CD9,176,consensus
ADAM10 to NOTCH2,26,185.5,ADAM10,NOTCH2,177,consensus
AGRN to ITGB1,26,186.5,AGRN,ITGB1,178,consensus
NAMPT to ITGA5_ITGB1,24,187.5,NAMPT,ITGA5_ITGB1,179,consensus
BMP1 to BMPR2,25,192.0,BMP1,BMPR2,180,consensus
TLN1 to ITGB5,26,192.5,TLN1,ITGB5,181,consensus
GNAI2 to IGF1R,26,193.0,GNAI2,IGF1R,182,consensus
AGTRAP to RACK1,26,194.0,AGTRAP,RACK1,183,consensus
CNTN6 to PTPRG,23,195.0,CNTN6,PTPRG,184,consensus
COL1A1 to ITGA1_ITGB1,24,199.5,COL1A1,ITGA1_ITGB1,185,consensus
APP to LRP10,26,200.5,APP,LRP10,186,consensus
TFF3 to ACKR3,24,203.0,TFF3,ACKR3,187,consensus
COL4A5 to ITGA1_ITGB1,26,204.0,COL4A5,ITGA1_ITGB1,188,consensus
CALM3 to EGFR,26,205.0,CALM3,EGFR,189,consensus
CALM3 to RYR2,25,205.0,CALM3,RYR2,190,consensus
ANGPT1 to ITGB1,14,205.5,ANGPT1,ITGB1,191,consensus
LAMB1 to ITGA1,21,206.0,LAMB1,ITGA1,192,consensus
LRIG2 to EGFR,26,206.5,LRIG2,EGFR,193,consensus
TGFB1 to ITGB1,26,206.5,TGFB1,ITGB1,194,consensus
PSEN1 to NOTCH2,26,209.5,PSEN1,NOTCH2,195,consensus
PTPN6 to EGFR,26,210.0,PTPN6,EGFR,196,consensus
VCAN to CD44,19,211.0,VCAN,CD44,197,consensus
SPARC to ENG,25,211.0,SPARC,ENG,198,consensus
CALM3 to CACNA1C,26,213.0,CALM3,CACNA1C,199,consensus
DCN to EGFR,24,213.0,DCN,EGFR,200,consensus
COL18A1 to ITGB5,24,213.0,COL18A1,ITGB5,201,consensus
GNAI2 to CAV1,26,213.5,GNAI2,CAV1,202,consensus
COL6A1 to ITGA1_ITGB1,20,213.5,COL6A1,ITGA1_ITGB1,203,consensus
COL4A2 to ITGA9_ITGB1,25,214.0,COL4A2,ITGA9_ITGB1,204,consensus
TGFB1 to CAV1,26,214.5,TGFB1,CAV1,205,consensus
FN1 to ITGA5_ITGB1,24,217.5,FN1,ITGA5_ITGB1,206,consensus
JAG1 to NOTCH2,26,218.5,JAG1,NOTCH2,207,consensus
FAM3C to LAMP1,26,224.0,FAM3C,LAMP1,208,consensus
HBEGF to CD9,26,226.0,HBEGF,CD9,209,consensus
SPP1 to CD44,19,226.0,SPP1,CD44,210,consensus
CALR to ITGAV,26,226.0,CALR,ITGAV,211,consensus
C4BPA to BMPR2,22,226.5,C4BPA,BMPR2,212,consensus
BSG to SLC16A1,26,229.5,BSG,SLC16A1,213,consensus
COL5A2 to ITGA1_ITGB1,23,232.0,COL5A2,ITGA1_ITGB1,214,consensus
PLAU to ITGB1,24,234.0,PLAU,ITGB1,215,consensus
AZGP1 to ITGAV,21,234.0,AZGP1,ITGAV,216,consensus
EDIL3 to ITGB5,25,237.0,EDIL3,ITGB5,217,consensus
MFGE8 to PDGFRB,26,238.0,MFGE8,PDGFRB,218,consensus
COL18A1 to ITGA1_ITGB1,24,239.0,COL18A1,ITGA1_ITGB1,219,consensus
PAM to FAP,22,240.0,PAM,FAP,220,consensus
SERPINE1 to PLAUR,22,240.0,SERPINE1,PLAUR,221,consensus
COL3A1 to ITGA1_ITGB1,20,241.0,COL3A1,ITGA1_ITGB1,222,consensus
LGALS9 to CD44,23,242.0,LGALS9,CD44,223,consensus
COL4A5 to CD47,26,243.0,COL4A5,CD47,224,consensus
FN1 to ITGA9,26,244.0,FN1,ITGA9,225,consensus
SEMA3E to NRP1,26,244.0,SEMA3E,NRP1,226,consensus
COL28A1 to ITGA1_ITGB1,26,244.5,COL28A1,ITGA1_ITGB1,227,consensus
JAG1 to CD46,26,247.5,JAG1,CD46,228,consensus
COL6A2 to ITGA9_ITGB1,21,248.0,COL6A2,ITGA9_ITGB1,229,consensus
ARF1 to INSR,26,249.0,ARF1,INSR,230,consensus
LGALS9 to LRP1,23,252.0,LGALS9,LRP1,231,consensus
THBS1 to CD47,26,252.5,THBS1,CD47,232,consensus
SCEL to ENG,25,253.0,SCEL,ENG,233,consensus
NRG1 to HLA-DPB1,26,253.0,NRG1,HLA-DPB1,234,consensus
TGFB1 to ITGB5,26,253.5,TGFB1,ITGB5,235,consensus
COL4A4 to ITGA1_ITGB1,23,258.0,COL4A4,ITGA1_ITGB1,236,consensus
FARP2 to PLXNA2,25,261.0,FARP2,PLXNA2,237,consensus
COL4A4 to CD47,23,263.0,COL4A4,CD47,238,consensus
SEMA4A to NRP1_PLXNA2,25,264.0,SEMA4A,NRP1_PLXNA2,239,consensus
COL4A3 to CD47,25,266.0,COL4A3,CD47,240,consensus
C4B to CD46,26,266.5,C4B,CD46,241,consensus
COL4A1 to ITGA9_ITGB1,25,267.0,COL4A1,ITGA9_ITGB1,242,consensus
EFNA5 to EPHA3,22,267.0,EFNA5,EPHA3,243,consensus
PLAU to PLAUR,24,268.5,PLAU,PLAUR,244,consensus
ITGB3BP to ITGB5,26,269.5,ITGB3BP,ITGB5,245,consensus
GPC3 to LRP1,26,270.5,GPC3,LRP1,246,consensus
ANGPTL4 to SDC2,25,271.0,ANGPTL4,SDC2,247,consensus
ANGPTL4 to CDH11,25,272.0,ANGPTL4,CDH11,248,consensus
TGFB2 to ENG,26,275.5,TGFB2,ENG,249,consensus
C4A to NRP1,24,276.5,C4A,NRP1,250,consensus
FBLN1 to ITGB1,24,277.5,FBLN1,ITGB1,251,consensus
LAMC1 to ITGA9_ITGB1,26,277.5,LAMC1,ITGA9_ITGB1,252,consensus
SPON2 to ITGA5,24,281.0,SPON2,ITGA5,253,consensus
COL12A1 to ITGA1_ITGB1,26,281.0,COL12A1,ITGA1_ITGB1,254,consensus
SERPINE1 to ITGB5,22,282.5,SERPINE1,ITGB5,255,consensus
COL4A3 to ITGA1_ITGB1,25,283.0,COL4A3,ITGA1_ITGB1,256,consensus
LAMB3 to ITGA9_ITGB1,26,283.0,LAMB3,ITGA9_ITGB1,257,consensus
TGFB1 to ENG,26,284.0,TGFB1,ENG,258,consensus
THBS1 to PTPRJ,25,285.0,THBS1,PTPRJ,259,consensus
CALM1 to FAS,24,285.5,CALM1,FAS,260,consensus
ADAM15 to ITGB1,26,286.0,ADAM15,ITGB1,261,consensus
PDGFC to PDGFRB,26,286.5,PDGFC,PDGFRB,262,consensus
CX3CL1 to ITGAV,25,287.0,CX3CL1,ITGAV,263,consensus
ADAM17 to ITGA5,24,290.0,ADAM17,ITGA5,264,consensus
NRG3 to EGFR,21,291.0,NRG3,EGFR,265,consensus
COL1A2 to ITGA9_ITGB1,19,295.0,COL1A2,ITGA9_ITGB1,266,consensus
VCAN to EGFR,19,295.0,VCAN,EGFR,267,consensus
ADAM15 to ITGAV,26,296.0,ADAM15,ITGAV,268,consensus
NTN1 to NEO1,25,298.0,NTN1,NEO1,269,consensus
ADAM10 to TSPAN5,20,299.5,ADAM10,TSPAN5,270,consensus
PDAP1 to PDGFRB,26,301.0,PDAP1,PDGFRB,271,consensus
SDC2 to PTPRJ,25,303.0,SDC2,PTPRJ,272,consensus
COL4A5 to ITGA9_ITGB1,26,303.5,COL4A5,ITGA9_ITGB1,273,consensus
TNFSF10 to TNFRSF10B,26,305.0,TNFSF10,TNFRSF10B,274,consensus
LAMA3 to ITGA9_ITGB1,26,305.5,LAMA3,ITGA9_ITGB1,275,consensus
LAMC2 to ITGA9_ITGB1,26,306.0,LAMC2,ITGA9_ITGB1,276,consensus
SEMA3B to NRP1_PLXNA2,24,306.0,SEMA3B,NRP1_PLXNA2,277,consensus
COL4A1 to ITGAV_ITGB8,23,307.0,COL4A1,ITGAV_ITGB8,278,consensus
DLL1 to NOTCH2,25,308.0,DLL1,NOTCH2,279,consensus
GNAS to ADCY9,26,309.0,GNAS,ADCY9,280,consensus
ADAM10 to EPHA3,22,310.0,ADAM10,EPHA3,281,consensus
PDGFA to PDGFRB,25,310.0,PDGFA,PDGFRB,282,consensus
SPP1 to ITGAV_ITGB1,19,312.0,SPP1,ITGAV_ITGB1,283,consensus
COL4A2 to ITGAV_ITGB8,23,312.0,COL4A2,ITGAV_ITGB8,284,consensus
VCAN to ITGB1,19,313.0,VCAN,ITGB1,285,consensus
BMP1 to BMPR1A,25,313.0,BMP1,BMPR1A,286,consensus
ICAM1 to EGFR,25,313.0,ICAM1,EGFR,287,consensus
PLAU to ITGB5,24,314.0,PLAU,ITGB5,288,consensus
CGN to TGFBR1,26,317.5,CGN,TGFBR1,289,consensus
COL5A1 to ITGA1_ITGB1,18,319.0,COL5A1,ITGA1_ITGB1,290,consensus
PLAU to IGF2R,24,320.0,PLAU,IGF2R,291,consensus
FBN1 to ITGB1,19,321.0,FBN1,ITGB1,292,consensus
TNC to ITGA9_ITGB1,26,321.5,TNC,ITGA9_ITGB1,293,consensus
FN1 to ITGAV_ITGB8,24,322.5,FN1,ITGAV_ITGB8,294,consensus
CALM3 to ESR1,24,324.5,CALM3,ESR1,295,consensus
SEMA4B to DCBLD2,25,325.0,SEMA4B,DCBLD2,296,consensus
LGALS9 to MRC2,23,326.0,LGALS9,MRC2,297,consensus
TGFB1 to VASN,26,326.0,TGFB1,VASN,298,consensus
OLFM2 to ROBO2,21,327.0,OLFM2,ROBO2,299,consensus
ICAM1 to CAV1,25,327.0,ICAM1,CAV1,300,consensus
LAMC1 to ITGAV_ITGB8,24,328.0,LAMC1,ITGAV_ITGB8,301,consensus
TNC to ITGA5,24,328.5,TNC,ITGA5,302,consensus
LAMA5 to ITGA9_ITGB1,26,331.5,LAMA5,ITGA9_ITGB1,303,consensus
ZP3 to EGFR,25,332.0,ZP3,EGFR,304,consensus
SPP1 to ITGAV_ITGB5,19,332.0,SPP1,ITGAV_ITGB5,305,consensus
IL1RAPL1 to PTPRS,24,332.5,IL1RAPL1,PTPRS,306,consensus
CD55 to ADGRE5,22,333.0,CD55,ADGRE5,307,consensus
ADAM17 to ERBB4,21,333.0,ADAM17,ERBB4,308,consensus
FN1 to NT5E,23,337.0,FN1,NT5E,309,consensus
GPC3 to CD81,26,338.0,GPC3,CD81,310,consensus
GPC3 to IGF1R,26,338.0,GPC3,IGF1R,311,consensus
LTBP3 to ITGB5,26,338.5,LTBP3,ITGB5,312,consensus
ADAM10 to IL6R,19,339.0,ADAM10,IL6R,313,consensus
GNAI2 to EDNRA,23,340.0,GNAI2,EDNRA,314,consensus
SPP1 to ITGA8_ITGB1,17,342.0,SPP1,ITGA8_ITGB1,315,consensus
CD47 to SIRPA,25,343.0,CD47,SIRPA,316,consensus
ADAM12 to ITGA9,26,344.5,ADAM12,ITGA9,317,consensus
CDH1 to ITGA2_ITGB1,21,346.0,CDH1,ITGA2_ITGB1,318,consensus
VEGFB to NRP1,25,346.0,VEGFB,NRP1,319,consensus
COL1A1 to ITGA9_ITGB1,24,348.0,COL1A1,ITGA9_ITGB1,320,consensus
COL17A1 to ITGA1_ITGB1,22,348.5,COL17A1,ITGA1_ITGB1,321,consensus
AGRN to MUSK,25,350.0,AGRN,MUSK,322,consensus
ARF6 to PLD1,26,350.5,ARF6,PLD1,323,consensus
VEGFA to ITGA9,25,351.0,VEGFA,ITGA9,324,consensus
SEMA3A to NRP1_PLXNA2,25,351.0,SEMA3A,NRP1_PLXNA2,325,consensus
GPC3 to UNC5C,26,353.0,GPC3,UNC5C,326,consensus
APOE to LDLR,23,353.0,APOE,LDLR,327,consensus
EDN1 to EDNRA,22,353.5,EDN1,EDNRA,328,consensus
COL14A1 to CD44,21,354.0,COL14A1,CD44,329,consensus
TGFB1 to TGFBR1_TGFBR2,26,355.0,TGFB1,TGFBR1_TGFBR2,330,consensus
COL4A3 to ITGA9_ITGB1,25,355.0,COL4A3,ITGA9_ITGB1,331,consensus
LMAN1 to MCFD2,26,356.0,LMAN1,MCFD2,332,consensus
COL4A4 to ITGAV_ITGB8,21,357.0,COL4A4,ITGAV_ITGB8,333,consensus
LAMA2 to ITGA9_ITGB1,26,357.5,LAMA2,ITGA9_ITGB1,334,consensus
COL4A4 to ITGA9_ITGB1,23,358.0,COL4A4,ITGA9_ITGB1,335,consensus
LAMB2 to ITGA9_ITGB1,25,358.0,LAMB2,ITGA9_ITGB1,336,consensus
COL1A1 to ITGA5,23,359.0,COL1A1,ITGA5,337,consensus
LGALS9 to PTPRK,23,360.0,LGALS9,PTPRK,338,consensus
COL27A1 to ITGA1_ITGB1,23,361.0,COL27A1,ITGA1_ITGB1,339,consensus
IL1RAPL1 to PTPRD,24,361.5,IL1RAPL1,PTPRD,340,consensus
LAMB3 to ITGAV_ITGB8,24,362.5,LAMB3,ITGAV_ITGB8,341,consensus
COL4A1 to ITGA11_ITGB1,20,363.0,COL4A1,ITGA11_ITGB1,342,consensus
APOD to LEPR,23,363.0,APOD,LEPR,343,consensus
COL16A1 to ITGA1_ITGB1,25,365.0,COL16A1,ITGA1_ITGB1,344,consensus
HRAS to CAV1,25,365.0,HRAS,CAV1,345,consensus
CALM3 to INSR,26,366.0,CALM3,INSR,346,consensus
ADAM17 to IL6R,19,367.0,ADAM17,IL6R,347,consensus
WNT7A to RECK,13,368.0,WNT7A,RECK,348,consensus
COL4A2 to ITGA11_ITGB1,20,368.5,COL4A2,ITGA11_ITGB1,349,consensus
LAMA3 to ITGAV_ITGB8,24,370.0,LAMA3,ITGAV_ITGB8,350,consensus
COL6A1 to ITGA9_ITGB1,20,370.0,COL6A1,ITGA9_ITGB1,351,consensus
TGFB1 to ACVRL1,23,372.0,TGFB1,ACVRL1,352,consensus
CALM3 to PDE1A,23,373.0,CALM3,PDE1A,353,consensus
TGFB2 to TGFBR1_TGFBR2,26,373.0,TGFB2,TGFBR1_TGFBR2,354,consensus
LAMB1 to ITGA9_ITGB1,21,373.0,LAMB1,ITGA9_ITGB1,355,consensus
LAMC2 to ITGAV_ITGB8,24,374.0,LAMC2,ITGAV_ITGB8,356,consensus
HBEGF to CD82,23,375.0,HBEGF,CD82,357,consensus
EFEMP2 to PLSCR4,24,375.0,EFEMP2,PLSCR4,358,consensus
VEGFA to SIRPA,24,376.0,VEGFA,SIRPA,359,consensus
COL14A1 to ITGA1_ITGB1,21,377.0,COL14A1,ITGA1_ITGB1,360,consensus
APP to GPC1,20,379.0,APP,GPC1,361,consensus
LAMC1 to ITGA2_ITGB1,21,382.0,LAMC1,ITGA2_ITGB1,362,consensus
WIF1 to RYK,23,383.0,WIF1,RYK,363,consensus
ANGPT1 to ITGA5,14,384.5,ANGPT1,ITGA5,364,consensus
PIP to NPTN,25,385.0,PIP,NPTN,365,consensus
NECTIN3 to NECTIN2,26,385.0,NECTIN3,NECTIN2,366,consensus
COL18A1 to ITGA5,22,386.0,COL18A1,ITGA5,367,consensus
COL19A1 to ITGA1_ITGB1,25,386.0,COL19A1,ITGA1_ITGB1,368,consensus
TGFB1 to ACVR1B_TGFBR2,24,386.0,TGFB1,ACVR1B_TGFBR2,369,consensus
TGFB1 to ITGB8,24,387.0,TGFB1,ITGB8,370,consensus
CP to SLC40A1,26,387.0,CP,SLC40A1,371,consensus
FN1 to ITGA2,21,387.0,FN1,ITGA2,372,consensus
TGM2 to ITGA9,24,388.0,TGM2,ITGA9,373,consensus
EFNB2 to EPHA3,22,389.5,EFNB2,EPHA3,374,consensus
GNAI2 to ADCY9,26,390.5,GNAI2,ADCY9,375,consensus
SPINK1 to EGFR,14,391.5,SPINK1,EGFR,376,consensus
TNXB to ITGA8_ITGB1,23,394.0,TNXB,ITGA8_ITGB1,377,consensus
WNT5A to ANTXR1,15,394.0,WNT5A,ANTXR1,378,consensus
ANGPTL4 to ITGA5_ITGB1,24,396.0,ANGPTL4,ITGA5_ITGB1,379,consensus
LGALS9 to CD47,23,396.0,LGALS9,CD47,380,consensus
ITGB2 to THY1,23,396.0,ITGB2,THY1,381,consensus
BMP2 to BMPR1A_BMPR2,26,396.5,BMP2,BMPR1A_BMPR2,382,consensus
COL4A5 to ITGAV_ITGB8,24,396.5,COL4A5,ITGAV_ITGB8,383,consensus
LAMC2 to ITGA2_ITGB1,21,399.0,LAMC2,ITGA2_ITGB1,384,consensus
WNT5A to ROR1,15,399.0,WNT5A,ROR1,385,consensus
TGFA to PTPRD,24,399.5,TGFA,PTPRD,386,consensus
LGALS9 to COLEC12,23,400.0,LGALS9,COLEC12,387,consensus
C4A to CD46,24,400.0,C4A,CD46,388,consensus
WNT7B to TMED5,25,400.0,WNT7B,TMED5,389,consensus
ADAM15 to ITGA5,24,400.0,ADAM15,ITGA5,390,consensus
HRAS to INSR,25,401.0,HRAS,INSR,391,consensus
FSTL1 to DIP2A,25,402.0,FSTL1,DIP2A,392,consensus
COL4A5 to ITGA11_ITGB1,21,403.0,COL4A5,ITGA11_ITGB1,393,consensus
EFNA5 to EPHB2,23,405.0,EFNA5,EPHB2,394,consensus
EFNA1 to EPHA3,22,406.0,EFNA1,EPHA3,395,consensus
LRP1B to PLAUR,26,406.5,LRP1B,PLAUR,396,consensus
ARF6 to SMAP1,25,407.0,ARF6,SMAP1,397,consensus
COL4A3 to ITGAV_ITGB8,23,407.0,COL4A3,ITGAV_ITGB8,398,consensus
WNT5A to ROR2,15,407.0,WNT5A,ROR2,399,consensus
CLEC11A to ITGB1,21,407.0,CLEC11A,ITGB1,400,consensus
NRG1 to LGR4,24,409.0,NRG1,LGR4,401,consensus
SEMA4A to NRP1_PLXNA4,22,411.0,SEMA4A,NRP1_PLXNA4,402,consensus
LAMA3 to ITGA2_ITGB1,21,412.0,LAMA3,ITGA2_ITGB1,403,consensus
BMP2 to ACVR2A_BMPR1A,25,412.0,BMP2,ACVR2A_BMPR1A,404,consensus
SPP1 to ITGA5_ITGB1,18,416.0,SPP1,ITGA5_ITGB1,405,consensus
LAMA5 to ITGAV_ITGB8,24,416.0,LAMA5,ITGAV_ITGB8,406,consensus
ADAM15 to ITGA9,26,418.0,ADAM15,ITGA9,407,consensus
BMP2 to ENG,26,418.5,BMP2,ENG,408,consensus
NRG1 to GPC1,20,420.0,NRG1,GPC1,409,consensus
SCGB3A1 to MARCO,19,420.0,SCGB3A1,MARCO,410,consensus
COL4A6 to CD44,22,421.5,COL4A6,CD44,411,consensus
LAMA4 to ITGA9_ITGB1,24,421.5,LAMA4,ITGA9_ITGB1,412,consensus
COL9A2 to CD44,15,422.0,COL9A2,CD44,413,consensus
SEMA3C to NRP2_PLXNA2,20,422.0,SEMA3C,NRP2_PLXNA2,414,consensus
SCGB3A2 to MARCO,19,422.0,SCGB3A2,MARCO,415,consensus
GPI to AMFR,26,422.5,GPI,AMFR,416,consensus
CD99 to CD99L2,22,423.0,CD99,CD99L2,417,consensus
BMP2 to ACTR2,26,423.0,BMP2,ACTR2,418,consensus
ARPC5 to LDLR,23,425.0,ARPC5,LDLR,419,consensus
COL6A1 to ITGA2_ITGB1,17,426.0,COL6A1,ITGA2_ITGB1,420,consensus
TNXB to ITGA9_ITGB1,26,426.5,TNXB,ITGA9_ITGB1,421,consensus
LRPAP1 to LDLR,23,427.0,LRPAP1,LDLR,422,consensus
RTN4 to LINGO1,18,427.0,RTN4,LINGO1,423,consensus
APP to LRP6,21,431.0,APP,LRP6,424,consensus
DKK3 to KREMEN1,22,431.0,DKK3,KREMEN1,425,consensus
TXLNA to STX4,26,432.0,TXLNA,STX4,426,consensus
RARRES1 to NRP2,21,432.0,RARRES1,NRP2,427,consensus
PTN to PTPRS,18,433.0,PTN,PTPRS,428,consensus
FN1 to C5AR1,24,433.5,FN1,C5AR1,429,consensus
APP to NCSTN,24,433.5,APP,NCSTN,430,consensus
VEGFA to NRP2,20,434.0,VEGFA,NRP2,431,consensus
TGFB2 to ACVR1B_TGFBR2,24,436.0,TGFB2,ACVR1B_TGFBR2,432,consensus
MMP2 to FGFR1,17,437.0,MMP2,FGFR1,433,consensus
SFTPD to SIRPA,23,437.0,SFTPD,SIRPA,434,consensus
SERPINE2 to LRP1,15,437.0,SERPINE2,LRP1,435,consensus
WNT5A to PTPRK,15,438.0,WNT5A,PTPRK,436,consensus
HSPA8 to LDLR,23,439.0,HSPA8,LDLR,437,consensus
ACTR2 to LDLR,23,440.0,ACTR2,LDLR,438,consensus
FN1 to IL17RC,19,440.0,FN1,IL17RC,439,consensus
FAM3C to LIFR,24,440.5,FAM3C,LIFR,440,consensus
SPP1 to ITGA9_ITGB1,19,441.0,SPP1,ITGA9_ITGB1,441,consensus
TNFSF10 to RIPK1,26,441.5,TNFSF10,RIPK1,442,consensus
HLA-DRB1 to CD4,23,442.0,HLA-DRB1,CD4,443,consensus
HLA-DRA to CD4,23,443.0,HLA-DRA,CD4,444,consensus
MMP7 to ERBB4,19,443.0,MMP7,ERBB4,445,consensus
BMP1 to BMPR1B,16,443.5,BMP1,BMPR1B,446,consensus
COL4A4 to ITGA11_ITGB1,19,444.0,COL4A4,ITGA11_ITGB1,447,consensus
PTN to NCL,18,446.0,PTN,NCL,448,consensus
NRXN1 to NLGN1,22,447.0,NRXN1,NLGN1,449,consensus
EFNB2 to EPHB2,23,448.0,EFNB2,EPHB2,450,consensus
PLAU to ITGA5,22,448.0,PLAU,ITGA5,451,consensus
HLA-DPB1 to CD4,23,450.0,HLA-DPB1,CD4,452,consensus
PTN to SDC2,18,452.0,PTN,SDC2,453,consensus
LAMB2 to ITGAV_ITGB8,23,452.0,LAMB2,ITGAV_ITGB8,454,consensus
RIMS2 to ABCA1,21,453.0,RIMS2,ABCA1,455,consensus
LAMA5 to DAG1,24,453.5,LAMA5,DAG1,456,consensus
SFTPD to LY96,23,454.0,SFTPD,LY96,457,consensus
AFDN to EPHB2,23,454.0,AFDN,EPHB2,458,consensus
FBN1 to ITGA5,18,455.0,FBN1,ITGA5,459,consensus
HLA-DPA1 to CD4,23,455.0,HLA-DPA1,CD4,460,consensus
SEMA3B to NRP2_PLXNA2,19,455.0,SEMA3B,NRP2_PLXNA2,461,consensus
LAMC1 to DAG1,24,455.5,LAMC1,DAG1,462,consensus
NLGN1 to NRXN3,23,456.0,NLGN1,NRXN3,463,consensus
MELTF to TFRC,18,456.5,MELTF,TFRC,464,consensus
LPL to LRP1,24,456.5,LPL,LRP1,465,consensus
WNT5A to RYK,15,457.0,WNT5A,RYK,466,consensus
LAMA1 to RPSA,25,457.0,LAMA1,RPSA,467,consensus
LAMA1 to CD44,25,458.0,LAMA1,CD44,468,consensus
COL4A5 to ITGA2_ITGB1,21,458.0,COL4A5,ITGA2_ITGB1,469,consensus
BMP2 to BMPR1B_BMPR2,16,459.5,BMP2,BMPR1B_BMPR2,470,consensus
LIN7C to ABCA1,21,462.0,LIN7C,ABCA1,471,consensus
NLGN1 to NRXN2,13,464.0,NLGN1,NRXN2,472,consensus
TGFB1 to ACVR1_TGFBR2,23,465.0,TGFB1,ACVR1_TGFBR2,473,consensus
COL9A2 to ITGA1_ITGB1,15,466.0,COL9A2,ITGA1_ITGB1,474,consensus
TGFB1 to ACVR1_TGFBR1_TGFBR2,23,466.0,TGFB1,ACVR1_TGFBR1_TGFBR2,475,consensus
APOE to LRP6,21,469.0,APOE,LRP6,476,consensus
