assembly	gene	gene_group	chrom	strand	tss	gsm	state	replicate	mark	window	start	end	mean_CPM	covered_fraction	H3_mean_CPM	H3_covered_fraction	ratio_eligible	log2_mark_over_H3
T2T-CHM13v2.0	TP63	transition_stress	chr3	+	192413469	GSM8796438	iAT1	CUT1	H3K27ac	broad_promoter	192408469	192418469	0.0026637030020356177	1.0	0.015757403858006	1.0	True	-2.5645247216638114
T2T-CHM13v2.0	COL1A1	transition_stress	chr17	-	51068679	GSM8796438	iAT1	CUT1	H3K27ac	promoter	51067679	51069679	0.30734415746852756	1.0	0.06891581585630774	1.0	True	2.1569480422971568
T2T-CHM13v2.0	COL1A1	transition_stress	chr17	-	51068679	GSM8796438	iAT1	CUT1	H3K27ac	broad_promoter	51063679	51073679	0.22867405528202653	1.0	0.0544554955907166	1.0	True	2.0701431342433962
T2T-CHM13v2.0	ATF3	regulators	chr1	+	211810344	GSM8796438	iAT1	CUT1	H3K27ac	promoter	211809344	211811344	0.052584613859653476	1.0	0.014324899949133395	1.0	True	1.8761156692673846
T2T-CHM13v2.0	ATF3	regulators	chr1	+	211810344	GSM8796438	iAT1	CUT1	H3K27ac	broad_promoter	211805344	211815344	0.09089804921299219	1.0	0.025456662883609534	1.0	True	1.8362060240905131
T2T-CHM13v2.0	HNF1B	regulators	chr17	-	38732031	GSM8796438	iAT1	CUT1	H3K27ac	promoter	38731031	38733031	1.577678907379508	1.0	0.011564110714942217	1.0	True	7.092005478214595
T2T-CHM13v2.0	HNF1B	regulators	chr17	-	38732031	GSM8796438	iAT1	CUT1	H3K27ac	broad_promoter	38727031	38737031	0.6475175602316856	1.0	0.015627172961831092	1.0	True	5.372790602330715
T2T-CHM13v2.0	TP53	regulators	chr17	-	7591593	GSM8796438	iAT1	CUT1	H3K27ac	promoter	7590593	7592593	1.8454905878305434	1.0	0.08902279866859317	1.0	True	4.373685713040202
T2T-CHM13v2.0	TP53	regulators	chr17	-	7591593	GSM8796438	iAT1	CUT1	H3K27ac	broad_promoter	7586593	7596593	0.6689463162064553	1.0	0.02868628173992038	1.0	True	4.543457551387881
T2T-CHM13v2.0	CEBPA	regulators	chr19	-	35822305	GSM8796438	iAT1	CUT1	H3K27ac	promoter	35821305	35823305	0.5878946588560939	1.0	0.11212502675130963	1.0	True	2.390449341425042
T2T-CHM13v2.0	CEBPA	regulators	chr19	-	35822305	GSM8796438	iAT1	CUT1	H3K27ac	broad_promoter	35817305	35827305	0.17188712066039444	1.0	0.05792472779005766	1.0	True	1.5692101846333417
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796436	iATCs	CUT1	H3K27ac	promoter	22430327	22432327	0.07573044637031853	1.0	0.08874336222931743	1.0	True	-0.22876578146935436
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	22426327	22436327	0.03212440939620137	1.0	0.0648100259900093	1.0	True	-1.0125470818459295
T2T-CHM13v2.0	ABCA3	AT2	chr16	-	2363112	GSM8796436	iATCs	CUT1	H3K27ac	promoter	2362112	2364112	0.24111420312710105	1.0	0.5089793059974909	1.0	True	-1.0778903634599408
T2T-CHM13v2.0	ABCA3	AT2	chr16	-	2363112	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	2358112	2368112	0.052042893515899774	1.0	0.13873192241340876	1.0	True	-1.4145267107185673
T2T-CHM13v2.0	NKX2-1	AT2	chr14	-	30709515	GSM8796436	iATCs	CUT1	H3K27ac	promoter	30708515	30710515	1.4731631011515856	1.0	0.0740847397595644	1.0	True	4.313596955239953
T2T-CHM13v2.0	NKX2-1	AT2	chr14	-	30709515	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	30704515	30714515	0.6543055444210768	1.0	0.04945015960931778	1.0	True	3.725917413124305
T2T-CHM13v2.0	ETV5	AT2	chr3	-	188924867	GSM8796436	iATCs	CUT1	H3K27ac	promoter	188923867	188925867	1.4643773725256324	1.0	0.302559847664088	1.0	True	2.2749949393567426
T2T-CHM13v2.0	ETV5	AT2	chr3	-	188924867	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	188919867	188929867	0.4475179974023253	1.0	0.09926678128093482	1.0	True	2.1725627840793647
T2T-CHM13v2.0	SFTPB	AT2	chr2	-	85670796	GSM8796436	iATCs	CUT1	H3K27ac	promoter	85669796	85671796	0.0020119687076658012	1.0	0.06408615607768298	1.0	True	-4.993332966760797
T2T-CHM13v2.0	SFTPB	AT2	chr2	-	85670796	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	85665796	85675796	0.0034310741394758225	1.0	0.07091778017580509	1.0	True	-4.3694151731548345
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796436	iATCs	CUT1	H3K27ac	promoter	32036443	32038443	0.09403932488337159	1.0	0.033275933511555195	1.0	True	1.4987850422191626
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	32032443	32042443	0.315489983888343	1.0	0.03562855370342732	1.0	True	3.146488378175125
T2T-CHM13v2.0	PDPN	AT1	chr1	+	13025716	GSM8796436	iATCs	CUT1	H3K27ac	promoter	13024716	13026716	0.09154450003989041	1.0	0.08292969351261854	1.0	True	0.14258445153087418
T2T-CHM13v2.0	PDPN	AT1	chr1	+	13025716	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	13020716	13030716	0.0317220130097121	1.0	0.04090384028404951	1.0	True	-0.36675197367671536
T2T-CHM13v2.0	HOPX	AT1	chr4	-	60169528	GSM8796436	iATCs	CUT1	H3K27ac	promoter	60168528	60170528	0.7422281776387244	1.0	0.059878608763217926	1.0	True	3.6317501650358364
T2T-CHM13v2.0	HOPX	AT1	chr4	-	60169528	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	60164528	60174528	0.26249471959657966	1.0	0.033579064792394635	1.0	True	2.9666544459161015
T2T-CHM13v2.0	CAV1	AT1	chr7	+	117840040	GSM8796436	iATCs	CUT1	H3K27ac	promoter	117839040	117841040	0.4286163798160851	1.0	0.08121047470718622	1.0	True	2.399949257938956
T2T-CHM13v2.0	CAV1	AT1	chr7	+	117840040	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	117835040	117845040	0.2173462429381907	1.0	0.05101103471592069	1.0	True	2.091113887308419
T2T-CHM13v2.0	AQP5	AT1	chr12	+	49924862	GSM8796436	iATCs	CUT1	H3K27ac	promoter	49923862	49925862	0.15072318548336625	1.0	0.1224265122115612	1.0	True	0.2999853449381249
T2T-CHM13v2.0	AQP5	AT1	chr12	+	49924862	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	49919862	49929862	0.06769868390895427	1.0	0.09257994371801614	1.0	True	-0.45157189810351644
T2T-CHM13v2.0	KRT8	transition_stress	chr12	-	52914418	GSM8796436	iATCs	CUT1	H3K27ac	promoter	52913418	52915418	1.74994318382442	1.0	0.0717321455590427	1.0	True	4.608544488536027
T2T-CHM13v2.0	KRT8	transition_stress	chr12	-	52914418	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	52909418	52919418	1.1352115440208466	1.0	0.059254228994995356	1.0	True	4.259899231861953
T2T-CHM13v2.0	CLDN4	transition_stress	chr7	+	75031890	GSM8796436	iATCs	CUT1	H3K27ac	promoter	75030890	75032890	2.338979726135731	1.0	0.12385162562131882	1.0	True	4.239194646723807
T2T-CHM13v2.0	CLDN4	transition_stress	chr7	+	75031890	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	75026890	75036890	1.4422056152503937	1.0	0.08709200875833631	1.0	True	4.049592705526498
T2T-CHM13v2.0	KRT19	transition_stress	chr17	-	42383868	GSM8796436	iATCs	CUT1	H3K27ac	promoter	42382868	42384868	1.548115968376398	1.0	0.1191689766459167	1.0	True	3.6994329350437574
T2T-CHM13v2.0	KRT19	transition_stress	chr17	-	42383868	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	42378868	42388868	0.7985073743015527	1.0	0.04996140192225575	1.0	True	3.9984198663391326
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796436	iATCs	CUT1	H3K27ac	promoter	36496107	36498107	0.5014496210906655	1.0	0.014703845046460629	1.0	True	5.091839392157942
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	36492107	36502107	0.6804555837403983	1.0	0.0751027019135654	1.0	True	3.1795642773555617
T2T-CHM13v2.0	SFN	transition_stress	chr1	+	26701223	GSM8796436	iATCs	CUT1	H3K27ac	promoter	26700223	26702223	0.3804632003288716	1.0	0.10910252790153027	1.0	True	1.8020723889558323
T2T-CHM13v2.0	SFN	transition_stress	chr1	+	26701223	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	26696223	26706223	0.38116872427873316	1.0	0.1043791969411075	1.0	True	1.8685955403471743
T2T-CHM13v2.0	ITGB6	transition_stress	chr2	-	160657753	GSM8796436	iATCs	CUT1	H3K27ac	promoter	160656753	160658753	0.4693250871375203	1.0	0.02198788606747985	1.0	True	4.415806765592938
T2T-CHM13v2.0	ITGB6	transition_stress	chr2	-	160657753	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	160652753	160662753	0.2489287279430777	1.0	0.019440742263942958	1.0	True	3.678577527599672
T2T-CHM13v2.0	KRT17	transition_stress	chr17	-	42480027	GSM8796436	iATCs	CUT1	H3K27ac	promoter	42479027	42481027	0.3486741200275719	1.0	0.12125016856193542	1.0	True	1.5238925326204824
T2T-CHM13v2.0	KRT17	transition_stress	chr17	-	42480027	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	42475027	42485027	0.1298336295094341	1.0	0.08007940882816911	1.0	True	0.6971608897520732
T2T-CHM13v2.0	TP63	transition_stress	chr3	+	192413469	GSM8796436	iATCs	CUT1	H3K27ac	promoter	192412469	192414469	0.002427771022543311	1.0	0.050038323208689686	1.0	True	-4.365329181385207
T2T-CHM13v2.0	TP63	transition_stress	chr3	+	192413469	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	192408469	192418469	0.0010059824679046869	1.0	0.023499007464200257	1.0	True	-4.545922755036236
T2T-CHM13v2.0	COL1A1	transition_stress	chr17	-	51068679	GSM8796436	iATCs	CUT1	H3K27ac	promoter	51067679	51069679	0.5163247694261373	1.0	0.1551821063235402	1.0	True	1.7343165961377147
T2T-CHM13v2.0	COL1A1	transition_stress	chr17	-	51068679	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	51063679	51073679	0.5288793900050223	1.0	0.11276718743145465	1.0	True	2.2295914169675957
T2T-CHM13v2.0	ATF3	regulators	chr1	+	211810344	GSM8796436	iATCs	CUT1	H3K27ac	promoter	211809344	211811344	0.03948821391910315	1.0	0.03280088510364294	1.0	True	0.2676873698663076
T2T-CHM13v2.0	ATF3	regulators	chr1	+	211810344	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	211805344	211815344	0.09759652759619057	1.0	0.0366465020366013	1.0	True	1.4131543212711388
T2T-CHM13v2.0	HNF1B	regulators	chr17	-	38732031	GSM8796436	iATCs	CUT1	H3K27ac	promoter	38731031	38733031	1.500915071517229	1.0	0.047776198927313086	1.0	True	4.973406457315761
T2T-CHM13v2.0	HNF1B	regulators	chr17	-	38732031	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	38727031	38737031	0.6481944239262492	1.0	0.03741110849827528	1.0	True	4.1148879910031155
T2T-CHM13v2.0	TP53	regulators	chr17	-	7591593	GSM8796436	iATCs	CUT1	H3K27ac	promoter	7590593	7592593	1.8401466478928923	1.0	0.15206035923212766	1.0	True	3.5971047348422407
T2T-CHM13v2.0	TP53	regulators	chr17	-	7591593	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	7586593	7596593	0.7455202191960066	1.0	0.06526244545355439	1.0	True	3.513922527379792
T2T-CHM13v2.0	CEBPA	regulators	chr19	-	35822305	GSM8796436	iATCs	CUT1	H3K27ac	promoter	35821305	35823305	0.6036575959529727	1.0	0.18368497351184487	1.0	True	1.7164968517942085
T2T-CHM13v2.0	CEBPA	regulators	chr19	-	35822305	GSM8796436	iATCs	CUT1	H3K27ac	broad_promoter	35817305	35827305	0.19647540270723401	1.0	0.0891053027883172	1.0	True	1.1407655125230616
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796437	iAT2	CUT1	H3K27ac	promoter	22430327	22432327	0.1840750041231513	1.0	0.07578563772886991	1.0	True	1.2802973621188334
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796437	iAT2	CUT1	H3K27ac	broad_promoter	22426327	22436327	0.12601198686286808	1.0	0.05791810343042016	1.0	True	1.121474710075364
T2T-CHM13v2.0	ABCA3	AT2	chr16	-	2363112	GSM8796437	iAT2	CUT1	H3K27ac	promoter	2362112	2364112	0.8607801853902638	1.0	0.2995463035516441	1.0	True	1.5228658378291013
T2T-CHM13v2.0	ABCA3	AT2	chr16	-	2363112	GSM8796437	iAT2	CUT1	H3K27ac	broad_promoter	2358112	2368112	0.22254491446018218	1.0	0.07684557165950537	1.0	True	1.5340625030924422
T2T-CHM13v2.0	NKX2-1	AT2	chr14	-	30709515	GSM8796437	iAT2	CUT1	H3K27ac	promoter	30708515	30710515	1.5216921905428171	1.0	0.08138816161081194	1.0	True	4.224713787064809
T2T-CHM13v2.0	NKX2-1	AT2	chr14	-	30709515	GSM8796437	iAT2	CUT1	H3K27ac	broad_promoter	30704515	30714515	0.9294853660650552	1.0	0.03611363549157977	1.0	True	4.68581658525179
T2T-CHM13v2.0	ETV5	AT2	chr3	-	188924867	GSM8796437	iAT2	CUT1	H3K27ac	promoter	188923867	188925867	1.4444139787480235	1.0	0.15520529514178633	1.0	True	3.218234603649811
T2T-CHM13v2.0	ETV5	AT2	chr3	-	188924867	GSM8796437	iAT2	CUT1	H3K27ac	broad_promoter	188919867	188929867	0.5609931470438838	1.0	0.058925023498386145	1.0	True	3.251030813416653
T2T-CHM13v2.0	SFTPB	AT2	chr2	-	85670796	GSM8796437	iAT2	CUT1	H3K27ac	promoter	85669796	85671796	1.7026641265153886	1.0	0.12492131972685457	1.0	True	3.768702251044649
T2T-CHM13v2.0	SFTPB	AT2	chr2	-	85670796	GSM8796437	iAT2	CUT1	H3K27ac	broad_promoter	85665796	85675796	0.5511986345991492	1.0	0.0494612912401557	1.0	True	3.4782005058404435
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796437	iAT2	CUT1	H3K27ac	promoter	32036443	32038443	0.1652577962167561	1.0	0.01514198761433363	1.0	True	3.4480918356925283
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796437	iAT2	CUT1	H3K27ac	broad_promoter	32032443	32042443	0.23574888992980123	1.0	0.026445479745417833	1.0	True	3.1561579251526313
T2T-CHM13v2.0	PDPN	AT1	chr1	+	13025716	GSM8796437	iAT2	CUT1	H3K27ac	promoter	13024716	13026716	0.2737454059794545	1.0	0.05867518242448568	1.0	True	2.2220124261871383
T2T-CHM13v2.0	PDPN	AT1	chr1	+	13025716	GSM8796437	iAT2	CUT1	H3K27ac	broad_promoter	13020716	13030716	0.08791995679959655	1.0	0.032176718674600126	1.0	True	1.4501734673540618
T2T-CHM13v2.0	HOPX	AT1	chr4	-	60169528	GSM8796437	iAT2	CUT1	H3K27ac	promoter	60168528	60170528	1.1294735051840543	1.0	0.058675207756459714	1.0	True	4.266755573605017
T2T-CHM13v2.0	HOPX	AT1	chr4	-	60169528	GSM8796437	iAT2	CUT1	H3K27ac	broad_promoter	60164528	60174528	0.46340991887152194	1.0	0.029526871498674154	1.0	True	3.972188514294643
T2T-CHM13v2.0	CAV1	AT1	chr7	+	117840040	GSM8796437	iAT2	CUT1	H3K27ac	promoter	117839040	117841040	0.7519945887103677	1.0	0.1097793716005981	1.0	True	2.77611529425889
T2T-CHM13v2.0	CAV1	AT1	chr7	+	117840040	GSM8796437	iAT2	CUT1	H3K27ac	broad_promoter	117835040	117845040	0.32144507341086864	1.0	0.051861285623162987	1.0	True	2.631842363960113
T2T-CHM13v2.0	AQP5	AT1	chr12	+	49924862	GSM8796437	iAT2	CUT1	H3K27ac	promoter	49923862	49925862	0.0786107295230031	1.0	0.105993911344558	1.0	True	-0.43118325033097693
T2T-CHM13v2.0	AQP5	AT1	chr12	+	49924862	GSM8796437	iAT2	CUT1	H3K27ac	broad_promoter	49919862	49929862	0.055238391073048114	1.0	0.07599005390480161	1.0	True	-0.46013930229856626
T2T-CHM13v2.0	KRT8	transition_stress	chr12	-	52914418	GSM8796437	iAT2	CUT1	H3K27ac	promoter	52913418	52915418	1.4990757124125957	1.0	0.08097177375480533	1.0	True	4.2105103584271335
T2T-CHM13v2.0	KRT8	transition_stress	chr12	-	52914418	GSM8796437	iAT2	CUT1	H3K27ac	broad_promoter	52909418	52919418	0.9814418053850532	1.0	0.05834962470605969	1.0	True	4.07210744366237
T2T-CHM13v2.0	CLDN4	transition_stress	chr7	+	75031890	GSM8796437	iAT2	CUT1	H3K27ac	promoter	75030890	75032890	1.8227492129802705	1.0	0.050157778337597846	1.0	True	5.183498820812319
T2T-CHM13v2.0	CLDN4	transition_stress	chr7	+	75031890	GSM8796437	iAT2	CUT1	H3K27ac	broad_promoter	75026890	75036890	1.4080526764057577	1.0	0.06548906903713941	1.0	True	4.426303374666374
T2T-CHM13v2.0	KRT19	transition_stress	chr17	-	42383868	GSM8796437	iAT2	CUT1	H3K27ac	promoter	42382868	42384868	1.5341440352797509	1.0	0.07018309774249792	1.0	True	4.450166501597889
T2T-CHM13v2.0	KRT19	transition_stress	chr17	-	42383868	GSM8796437	iAT2	CUT1	H3K27ac	broad_promoter	42378868	42388868	0.6750822830870747	1.0	0.03406947376206517	1.0	True	4.308511788409807
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796437	iAT2	CUT1	H3K27ac	promoter	36496107	36498107	0.28392981670051815	1.0	0.014876995693892241	1.0	True	4.254379241962797
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796437	iAT2	CUT1	H3K27ac	broad_promoter	36492107	36502107	0.40111003516241905	1.0	0.040262523813545704	1.0	True	3.316488546624612
T2T-CHM13v2.0	SFN	transition_stress	chr1	+	26701223	GSM8796437	iAT2	CUT1	H3K27ac	promoter	26700223	26702223	0.26312340836972	1.0	0.056782462447881696	1.0	True	2.212222281417675
T2T-CHM13v2.0	SFN	transition_stress	chr1	+	26701223	GSM8796437	iAT2	CUT1	H3K27ac	broad_promoter	26696223	26706223	0.2907724974140525	1.0	0.060348368922621014	1.0	True	2.268504135151935
T2T-CHM13v2.0	ITGB6	transition_stress	chr2	-	160657753	GSM8796437	iAT2	CUT1	H3K27ac	promoter	160656753	160658753	0.25964236487448217	1.0	0.018813910584896804	1.0	True	3.7866541436854844
T2T-CHM13v2.0	ITGB6	transition_stress	chr2	-	160657753	GSM8796437	iAT2	CUT1	H3K27ac	broad_promoter	160652753	160662753	0.13926363188177346	1.0	0.01987385453656316	1.0	True	2.808874937593811
T2T-CHM13v2.0	KRT17	transition_stress	chr17	-	42480027	GSM8796437	iAT2	CUT1	H3K27ac	promoter	42479027	42481027	0.07566683582216502	1.0	0.06348280598595739	1.0	True	0.25329521912726666
T2T-CHM13v2.0	KRT17	transition_stress	chr17	-	42480027	GSM8796437	iAT2	CUT1	H3K27ac	broad_promoter	42475027	42485027	0.02933979792520404	1.0	0.06342223578840495	1.0	True	-1.1121298022210124
T2T-CHM13v2.0	TP63	transition_stress	chr3	+	192413469	GSM8796437	iAT2	CUT1	H3K27ac	promoter	192412469	192414469	0.0	1.0	0.028391234949231146	1.0	False	
T2T-CHM13v2.0	TP63	transition_stress	chr3	+	192413469	GSM8796437	iAT2	CUT1	H3K27ac	broad_promoter	192408469	192418469	0.000596741996705532	1.0	0.014952715039253234	1.0	True	-4.647156342820756
