cohort,unit,unit_type,genotype,stage,injury,independence,seed,group,n_cells,module,kind,n_genes,total_genes,coverage,score,interpretable,label_overlap
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,74,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.06280566280566281,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,9730,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.07101826844172503,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,9730,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.06096021142269858,True,
GSE247130,SeV_control,pooled_library,control,adult_14dpi,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,27,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.06919322423198392,False,
GSE247130,SeV_control,pooled_library,control,adult_14dpi,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,27,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.055379188712522044,False,
GSE247130,SeV_control,pooled_library,control,adult_14dpi,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,8515,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.054849854565814087,True,
GSE247130,SeV_control,pooled_library,control,adult_14dpi,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,8515,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.047309230209993565,True,
GSE247130,SeV_control,pooled_library,control,adult_14dpi,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,36,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.07256675279931094,True,
GSE247130,SeV_control,pooled_library,control,adult_14dpi,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,36,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.05555555555555556,True,
GSE247130,SeV_control,pooled_library,control,adult_14dpi,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,8507,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.05456883205167108,True,
GSE247130,SeV_control,pooled_library,control,adult_14dpi,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,8507,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.04695180999401054,True,
GSE247130,SeV_Cebpa_mutant,pooled_library,Cebpa_mutant,adult_14dpi,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,215,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.0709572742022715,True,
GSE247130,SeV_Cebpa_mutant,pooled_library,Cebpa_mutant,adult_14dpi,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,215,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.05590254706533776,True,
GSE247130,SeV_Cebpa_mutant,pooled_library,Cebpa_mutant,adult_14dpi,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,8533,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.05973616338574272,True,
GSE247130,SeV_Cebpa_mutant,pooled_library,Cebpa_mutant,adult_14dpi,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,8533,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.05295854190732897,True,
GSE247130,SeV_Cebpa_mutant,pooled_library,Cebpa_mutant,adult_14dpi,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,219,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.07005061767725036,True,
GSE247130,SeV_Cebpa_mutant,pooled_library,Cebpa_mutant,adult_14dpi,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,219,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.05557729941291585,True,
GSE247130,SeV_Cebpa_mutant,pooled_library,Cebpa_mutant,adult_14dpi,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,8525,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.059370297119734475,True,
GSE247130,SeV_Cebpa_mutant,pooled_library,Cebpa_mutant,adult_14dpi,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,8525,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.052769166317553406,True,
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,9,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.07838070628768302,False,
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,9,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.06455026455026455,False,
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,5747,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.07383967098438957,True,
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,5747,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.06356608416813742,True,
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,10,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.07596899224806201,False,
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,10,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.0580952380952381,False,
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,5745,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.07349430917346395,True,
GSE310539,wildtype_PBS,pooled_library,wildtype,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,5745,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.06339922914335447,True,
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,59,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.09118381290237813,True,
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,59,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.06505246166263115,True,
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,4661,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.07543545401475878,True,
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,4661,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.06256576863742708,True,
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,66,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.08938219403335683,True,
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,66,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.0683982683982684,True,
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,4652,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.07470155372033034,True,
GSE310539,wildtype_SeV,pooled_library,wildtype,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,4652,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.06188019489825163,True,
GSE310539,AP1mut_PBS,pooled_library,AP1mut,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,15,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.08992248062015504,False,
GSE310539,AP1mut_PBS,pooled_library,AP1mut,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,15,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.06857142857142856,False,
GSE310539,AP1mut_PBS,pooled_library,AP1mut,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,8845,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.08411356654878813,True,
GSE310539,AP1mut_PBS,pooled_library,AP1mut,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,8845,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.06946835715631645,True,
GSE310539,AP1mut_PBS,pooled_library,AP1mut,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,18,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.09905254091300604,False,
GSE310539,AP1mut_PBS,pooled_library,AP1mut,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,18,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.07724867724867725,False,
GSE310539,AP1mut_PBS,pooled_library,AP1mut,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,8843,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.08421586907526384,True,
GSE310539,AP1mut_PBS,pooled_library,AP1mut,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,8843,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.06950560841774231,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,50,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.09007751937984497,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,50,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.07066666666666667,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,7835,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.0801086359656283,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,7835,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.06810708967696842,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,49,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.08938459104572062,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,49,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.07152575315840622,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,7836,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,129,129,1.0,0.08018250095959417,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,7836,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,105,105,1.0,0.06834269184958312,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,202,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.10001547029702972,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,202,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07163937547600915,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT2-like,202,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.0851253094059406,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT2-like,202,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.062261995430312266,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,EMT,35,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.10580357142857141,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,EMT,35,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07142857142857144,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,GI epithelium-like,11,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.12286931818181816,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,GI epithelium-like,11,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08041958041958042,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,HPCS,449,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.12487820155902003,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,HPCS,449,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08452544115127635,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,Highly proliferative,14,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.11607142857142856,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,Highly proliferative,14,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.09340659340659338,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,Hybrid lung/gastric-like,134,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.10208722014925373,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,Hybrid lung/gastric-like,134,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.0739092996555683,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,Lung endoderm-like,216,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.08857783564814814,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,Lung endoderm-like,216,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07055733618233619,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT1-like,202,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.10198793316831684,True,
